,flag,tokenized_without_stopwords
2817,0,"['thk', 'em', 'find', 'wtc', 'far', 'weiyi', 'goin', 'e', 'rest', 'dunno', 'yet', 'r', 'ur', 'goin', 'dinner', 'den', 'might', 'b', 'able', 'join']"
2818,0,"[""n't"", 'forget', 'owns', ""'s"", 'private', 'property', 'good', 'boy', 'always', 'passionate', 'kiss']"
2819,1,"['interflora', 'åòit', ""'s"", 'late', 'order', 'interflora', 'flowers', 'christmas', 'call', 'place', 'order', 'midnight', 'tomorrow']"
2820,0,"['oh', 'god', 'taken', 'teeth', 'paining']"
2821,1,"['romcapspam', 'everyone', 'around', 'responding', 'well', 'presence', 'since', 'warm', 'outgoing', 'bringing', 'real', 'breath', 'sunshine']"
2822,0,"['u', 'ask', 'darren', 'go', 'n', 'pick', 'u', 'lor', 'oso', 'sian', 'tmr', 'haf', 'meet', 'lect']"
2823,0,"['need', 'buy', 'lunch', 'eat', 'maggi', 'mee']"
2824,1,"['congratulations', 'thanks', 'good', 'friend', 'u', 'å£2000', 'xmas', 'prize', 'claim', 'easy', 'call', '10p', 'per', 'minute', 'bt-national-rate']"
2825,0,"['ok', 'lor']"
2826,0,"['oh', 'right', 'ok', ""'ll"", 'make', 'sure', 'loads', 'work', 'day', 'got', 'really', 'nasty', 'cough', 'today', 'dry', 'n', 'shot', 'really', 'help']"
2827,0,"['wife.how', 'knew', 'time', 'murder', 'exactly']"
2828,1,"['send', 'logo', 'ur', 'lover', 'names', 'joined', 'heart', 'txt', 'love', 'name1', 'name2', 'mobno', 'eg', 'love', 'adam', 'eve', 'yahoo', 'pobox36504w45wq', 'txtno', 'ads', '150p']"
2829,0,"['howz', 'persons', 'story']"
2830,0,"['thanx', 'sending', 'home']"
2831,0,"['normally', 'hot', 'mail', 'com', 'see']"
2832,1,"[""'ve"", 'tkts', 'euro2004', 'cup', 'final', 'å£800', 'cash', 'collect', 'call', 'b4190604', 'pobox', '7876150ppm']"
2833,0,"['u', 'sick', 'still', 'go', 'shopping']"
2834,0,"['ya', 'well', 'fine', 'bbd', 'pooja', 'full', 'pimples', 'even', 'become', 'quite', 'black', 'ur', 'rite', 'cold', 'wearing', 'sweatter']"
2835,0,"['nice.nice.how', 'working']"
2836,0,"[""'s"", 'reach', 'home', 'call']"
2837,0,"['trying', 'find', 'chinese', 'food', 'place', 'around']"
2838,0,"['easy', 'mate', 'guess', 'quick', 'drink', 'bit', 'ambitious']"
2839,0,"['babe', 'miiiiiiissssssssss', 'need', 'crave', 'geeee', ""'m"", 'sad', 'without', 'babe', 'love']"
2840,0,"['ok', 'thanx']"
2841,0,"['aathi', 'dear']"
2842,0,"['tunji', ""'s"", 'queen', 'wishing', 'great', 'day', 'abiola']"
2843,0,"['today', 'iz', 'yellow', 'rose', 'day', 'u', 'love', 'frndship', 'give', 'misscall', 'amp', 'send', 'ur', 'frndz', 'amp', 'see', 'many', 'miss', 'calls', 'u', 'get', 'u', 'get', '6missed', 'u', 'marry', 'ur', 'lover']"
2844,0,"['class', 'hours', 'sorry']"
2845,0,"['wat', 'time', 'u', 'finish', 'ur', 'lect', 'today']"
2846,1,"['free-message', 'jamster', 'get', 'crazy', 'frog', 'sound', 'poly', 'text', 'mad1', 'real', 'text', 'mad2', 'crazy', 'sounds', 'gbp/week', '16+only', 'c', ""'s"", 'apply']"
2847,0,"['sad', 'story', 'man', 'last', 'week', ""b'day"", 'wife', ""did'nt"", 'wish', 'parents', 'forgot', 'n', 'kids', 'went', 'work', 'even', 'colleagues', 'wish', 'entered', 'cabin', 'pa', 'said', 'happy', ""b'day"", 'boss', 'felt', 'special', 'askd', 'lunch', 'lunch', 'invited', 'apartment', 'went', 'said', 'u', 'mind', 'go', 'bedroom', 'minute', 'ok', 'sed', 'sexy', 'mood', 'came', 'minuts', 'latr', 'wid', 'cake', 'n', 'wife', 'parents', 'kidz', 'friends', 'n', 'colleagues', 'screaming', 'surprise', 'waiting', 'sofa', '.....', 'naked']"
2848,1,"['chance', 'reality', 'fantasy', 'show', 'call', '20p', 'per', 'min', 'ntt', 'ltd', 'po', 'box', 'croydon', 'cr9', '5wb', 'national', 'rate', 'call']"
2849,0,"[""'s"", 'fine', 'good', 'hear', 'dear', 'happy', 'new', 'year', 'oh']"
2850,0,"['going', 'wipro', 'interview', 'today']"
2851,0,"['tall', 'princess']"
2852,0,"['doubt', 'could', 'handle', 'times', 'per', 'night', 'case']"
2853,0,"['haha', 'hope', 'ì_', 'hear', 'receipt', 'sound', 'gd', 'luck']"
2854,0,"['gon', 'na', 'death', ""'m"", 'gon', 'na', 'leave', 'note', 'says', 'robs', 'fault', 'avenge']"
2855,0,"['japanese', 'proverb', 'one', 'u', 'none', 'itu', 'must', 'indian', 'version', 'one', 'let', 'none', 'itleave', 'finally', 'kerala', 'version', 'one', 'stop', 'none', 'make', 'strike']"
2856,0,"['today', ""'m"", 'workin', 'free', 'oso', 'gee', 'thgt', 'u', 'workin', 'ur', 'fren', ""'s"", 'shop']"
2857,0,"['life', 'face', 'choices', 'toss', 'coin', 'becoz', 'settle', 'question', 'coin', 'air', 'u', 'know', 'heart', 'hoping', 'gudni8']"
2858,0,"['know', 'god', 'created', 'gap', 'fingers', 'one', 'made', 'comes', 'amp', 'fills', 'gaps', 'holding', 'hand', 'love']"
2859,0,"['want', 'kiss', 'feel', 'next']"
2860,0,"['happy', 'saying']"
2861,1,"['adult', 'content', 'video', 'shortly']"
2862,0,"['ok', 'would', 'b', 'lovely', 'u', 'r', 'sure', 'think', 'wot', 'u', 'want', 'drinkin', 'dancin', 'eatin', 'cinema', 'u', 'wot']"
2863,0,"[""'m"", 'saying', ""n't"", 'explicitly', 'told', 'nora', 'know', 'someone', ""'m"", 'probably', 'gon', 'na', 'bother']"
2864,0,"['says', 'hi', 'get', 'ass', 'back', 'south', 'tampa', 'preferably', 'kegger']"
2865,0,"['smith', 'waste', 'da.i', 'wan', 'na', 'gayle']"
2866,0,"['mum', ""'ve"", 'sent', 'many', 'many', 'messages', 'since', 'got', 'want', 'know', 'actually', 'getting', 'enjoy', 'rest', 'day']"
2867,0,"['aight', 'tomorrow', 'around', 'lt', 'gt']"
2868,0,"['house-maid', 'murderer', 'coz', 'man', 'murdered', 'lt', 'gt', 'th', 'january', 'public', 'holiday', 'govt.instituitions', 'closedincluding', 'post', 'office', 'understand']"
2869,1,"['chance', 'reality', 'fantasy', 'show', 'call', '20p', 'per', 'min', 'ntt', 'ltd', 'po', 'box', 'croydon', 'cr9', '5wb', 'national', 'rate', 'call']"
2870,0,"['actually', 'first', 'time', 'went', 'bed', 'long', 'spoke', 'woke', 'night']"
2871,0,['see']
2872,0,"['dont', 'understand', 'message']"
2873,0,"['crucify', 'c', 's.', 'told', 'earlier']"
2874,0,"['idk', 'keep', 'saying', ""'re"", 'since', 'moved', 'keep', 'butting', 'heads', 'freedom', 'vs.', 'responsibility', ""'m"", 'tired', 'much', 'shit', 'deal', ""'m"", 'barely', 'keeping', 'together', 'gets', 'added']"
2875,0,"['fuck', 'cedar', 'key', 'fuck', 'come', 'anyway', 'tho']"
2876,0,"['twenty', 'past', 'five', 'said', 'train', 'durham', 'already', 'coz', 'reserved', 'seat']"
2877,1,"['hey', 'boys', 'want', 'hot', 'xxx', 'pics', 'sent', 'direct', 'ur', 'phone', 'txt', 'porn', '24hrs', 'free', '50p', 'per', 'day', 'stop', 'text', 'stopbcm', 'sf', 'wc1n3xx']"
2878,0,"['u', 'still', 'painting', 'ur', 'wall']"
2879,1,"['last', 'chance', 'claim', 'ur', 'å£150', 'worth', 'discount', 'vouchers', 'today', 'text', 'shop', 'savamob', 'offers', 'mobile', 'cs', 'savamob', 'pobox84', 'm263uz', 'å£3.00', 'sub']"
2880,0,"['printer', 'cool', 'mean', 'groovy', 'wine', 'groovying']"
2881,0,"['hi', 'harish', ""'s"", 'rent', 'transfred', 'ur', 'acnt']"
2882,0,"['anything', 'lor', 'coming']"
2883,0,"['cbe', 'really', 'good', 'nowadays', 'lot', 'shop', 'showrooms', 'city', 'shaping', 'good']"
2884,0,"['ìï', 'still', 'attending', 'da', 'talks']"
2885,0,"['probs', 'hon', 'u', 'doinat', 'mo']"
2886,0,"['k', ""'ll"", 'take', 'care']"
2887,0,"['take', ""n't"", 'phone', 'callon', 'friday', 'assume', 'wo', ""n't"", 'year']"
2888,0,"['battery', 'low', 'babe']"
2889,0,"['shuhui', 'bought', 'ron', ""'s"", 'present', ""'s"", 'swatch', 'watch']"
2890,0,"['yeah', ""'s"", 'quite', 'bit', 'left', ""'ll"", 'swing', 'tomorrow', 'get']"
2891,0,"['babe', 'said', 'hours', ""'s"", 'almost', 'internet']"
2892,0,"['k', ""'ll"", 'sure', 'get', 'noon', 'see', ""'s""]"
2893,0,"['k', 'k', 'yesterday', 'cbe']"
2894,0,"['went', 'ganesh', 'dress', 'shop']"
2895,1,"['pdate_now', 'double', 'mins', 'txts', 'orange', 'tariffs', 'latest', 'motorola', 'sonyericsson', 'nokia', 'bluetooth', 'free', 'call', 'mobileupd8', 'call2optout/', 'yhl']"
2896,0,"['ìï', 'collecting', 'ur', 'laptop', 'going', 'configure', 'da', 'settings', 'izzit']"
2897,0,"['r', 'home', 'come', 'within', 'min']"
2898,0,"['aight', 'latest', 'probably', 'closer', 'jay', 'tyler', 'two', 'trips']"
2899,0,"['come', 'aftr', 'ltdecimal', 'gt', 'cleaning', 'house']"
2900,1,"['ur', 'cash-balance', 'currently', 'pounds', 'maximize', 'ur', 'cash-in', 'send', 'cash', '150p/msg', 'cc', 'po', 'box', '114/14', 'tcr/w1']"
2901,0,"['bill', 'letters', 'i‰ûªm', 'expecting', 'one', 'orange', 'isn‰ûªt', 'bill', 'may', 'still', 'say', 'orange']"
2902,0,"['tell', 'pa.', 'pain', 'de']"
2903,0,"['hi', 'darlin', 'hope', 'nice', 'night', 'wish', 'come', 'cant', 'wait', 'see', 'love', 'fran', 'ps', 'want', 'dirty', 'anal', 'sex', 'want', 'man', 'gang', 'bang']"
2904,0,"['ha', 'don‰û÷t', 'know', 'either', 'clever', 'simple', 'thing', 'pears', 'day', 'perfect', 'christmas']"
2905,0,"['helloooo', 'wake', '\\sweet\\', 'morning\\', 'welcomes\\', 'you\\', 'enjoy\\', 'day\\', 'full', 'joy\\', 'gud', 'mrng\\']"
2906,0,['alrite']
2907,0,"['must', 'sit', 'around', 'wait', 'summer', 'days', 'celebrate', 'magical', 'sight', 'worlds', 'dressed', 'white', 'oooooh', 'let', 'snow']"
2908,1,"['urgent', 'mobile', 'number', 'awarded', 'å£2000', 'prize', 'guaranteed', 'call', 'land', 'line', 'claim', 'valid', '12hrs']"
2909,0,"['guys', 'go', 'see', 'movies', 'side']"
2910,0,"['sorryin', 'meeting', ""'ll"", 'call', 'later']"
2911,0,"[""n't"", 'tell', ""'m"", 'thinking', 'plus', ""'s"", 'going', 'stop', 'runs']"
2912,0,"['kindly', 'send', 'one', 'flat', 'ltdecimal', 'gt', 'today']"
2913,1,"['sorry', 'u', 'unsubscribe', 'yet', 'mob', 'offer', 'package', 'min', 'term', 'weeks', 'pls', 'resubmit', 'request', 'expiry', 'reply', 'themob', 'help', 'info']"
2914,0,"['nothing', 'lor', 'bit', 'bored', 'dun', 'u', 'go', 'home', 'early', 'sleep', 'today']"
2915,0,"['time', 'tell', 'friend', 'around']"
2916,0,"['yes', 'fine', 'love', 'safe']"
2917,0,"['thanks', 'chikku', 'gud', 'nyt']"
2918,0,"['xy', 'ur', 'car', 'u', 'picking']"
2919,0,"['thanx', 'time', 'weåõve', 'spent', '2geva', 'bin', 'mint', 'ur', 'baby', 'want', 'u', 'xxxx']"
2920,0,"['yo', 'way', 'could', 'pick', 'something', 'tonight']"
2921,0,"[""'ve"", 'sent', 'send']"
2922,0,"['fine', 'simply', 'sitting']"
2923,0,"['thts', 'god', ""'s"", 'gift', 'birds', 'humans', 'hav', 'natural', 'gift', 'frm', 'god']"
2924,0,"['coming', 'day', 'class']"
2925,0,"['im', 'done', 'studyn', 'library']"
2926,0,"['ok', 'u', 'enjoy', 'ur', 'shows']"
2927,0,['anything']
2928,0,"['wuld', 'without', 'baby', 'thought', 'alone', 'mite', 'break', 'donåõt', 'wan', 'na', 'go', 'crazy', 'everyboy', 'needs', 'lady', 'xxxxxxxx']"
2929,0,"['wat', ""'s"", 'dear', 'sleeping', 'ah']"
2930,0,"['hi', 'test', 'lt', 'gt', 'rd', '....']"
2931,0,"['students', 'solved', 'cat', 'question', ""'xam"", '5+3+2=', 'lt', 'gt', '9+2+4=', 'lt', 'gt', '8+6+3=', 'lt']"
2932,0,"['yo', 'know', 'anyone', 'lt', 'gt', 'otherwise', 'able', 'buy', 'liquor', 'guy', 'flaked', 'right', ""n't"", 'get', 'hold', 'somebody', 'loko', 'night']"
2933,0,"['yup', 'n', 'fren', 'lor', ""'m"", 'meeting', 'fren']"
2934,0,"['yeah', 'got', 'one', 'lined', 'us']"
2935,0,"['stop', 'wondering', '\\wow', 'ever', 'going', 'stop', ""tm'ing"", 'tm', 'whenever', 'want', 'mine', 'laughs']"
2936,0,"['lol', 'yep', 'yesterday', 'already', 'got', 'fireplace', 'another', 'icon', 'sitting']"
2937,0,"['hey', ""'ve"", 'booked', 'pilates', 'yoga', 'lesson', 'already', 'haha']"
2938,0,"['ok.', 'happen', 'behave', 'like']"
2939,1,"['new', 'message', 'please', 'call']"
2940,0,"['supervisor', 'find', 'one', 'lor', 'thk', 'students', 'havent', 'ask', 'yet', 'tell', 'u', 'aft', 'ask']"
2941,0,"['hello', 'news', 'job', 'making', 'wait', 'fifth', 'week', 'yeah', 'im', 'woozles', 'weasels', 'exeter', 'still', 'home', '3.']"
2942,0,"['message', 'responce', 'happend']"
2943,1,"['currently', 'message', 'awaiting', 'collection', 'collect', 'message', 'call']"
2944,0,"['hey', 'babe', 'sorry', ""n't"", 'get', 'sooner', 'gary', 'come', 'fix', 'cause', 'thinks', 'knows', ""n't"", 'go', 'far', 'ptbo', 'says', 'cost', 'lt', 'gt', 'bucks', ""n't"", 'know', 'might', 'cheaper', 'find', 'someone', ""n't"", 'second', 'hand', 'machines', 'right', 'let', 'know', 'want', 'babe']"
2945,0,"['make', 'fucks', 'sake', 'x']"
2946,0,"['leave', 'u', 'always', 'ignorant']"
2947,0,"['nope', ""'ll"", 'b', 'going', 'sch', 'fri', 'quite', 'early', 'lor', 'cos', 'mys', 'sis', 'got', 'paper', 'da', 'morn']"
2948,0,"['bruce', 'b', 'downs', 'amp', 'fletcher']"
2949,0,"['said', 'would', 'woke']"
2950,0,"['hey', 'free', 'call']"
2951,0,"['tell', 'whos', 'pls']"
2952,1,"['urgent', 'mobile', 'awarded', 'å£1500', 'bonus', 'caller', 'prize', '27/6/03', 'final', 'attempt', 'contact', 'u', 'call']"
2953,0,"['think', 'might', 'give', 'miss', 'teaching', 'til', 'twelve', 'lecture', 'two', 'damn', 'working', 'thing']"
2954,0,"['id', 'check', ""'s"", 'like', 'bowls', 'worth', 'left']"
2955,0,"['yes', 'many', 'sweets']"
2956,0,"['would', ""'m"", 'still', 'cozy', 'exhausted', 'last', 'night.nobody', 'went', 'school', 'work', 'everything', 'closed']"
2957,1,"['u', 'secret', 'admirer', 'reveal', 'thinks', 'u', 'r', 'special', 'call', 'opt', 'reply', 'reveal', 'stop', '1.50', 'per', 'msg', 'recd', 'cust', 'care']"
2958,0,"['buzzzz', 'grins', 'buzz', 'ass', 'buzz', 'chest', 'buzz', 'cock', 'keep', 'phone', 'vibrator', 'feel', 'shake']"
2959,0,"['sir', 'send', 'group', 'mail', 'check']"
2960,0,"[""'m"", 'da', 'intro', 'covers', 'energy', 'trends', 'n', 'pros', 'n', 'cons', 'brief', 'description', 'nuclear', 'fusion', 'n', 'oso', 'brief', 'history', 'iter', 'n', 'jet', 'got', 'abt', 'n', 'half', 'pages']"
2961,0,"['\\none', 'nowhere', 'ikno', 'doesdiscount', 'shitinnit\\']"
2962,0,"['dont', 'know', 'jabo', 'abi']"
2963,1,"['ever', 'notice', ""'re"", 'driving', 'anyone', 'going', 'slower', 'idiot', 'everyone', 'driving', 'faster', 'maniac']"
2964,0,"['yet', 'ya', 'sapna', 'aunty', 'manege', ""y'day"", 'hogidhe', 'chinnu', 'full', 'weak', 'swalpa', 'black', 'agidhane']"
2965,0,"['good', 'baby']"
2966,0,"['neft', 'transaction', 'reference', 'number', 'lt', 'gt', 'rs', 'ltdecimal', 'gt', 'credited', 'beneficiary', 'account', 'lt']"
2967,0,"['mostly', 'sports', 'type', 'lyk', 'footblcrckt']"
2968,0,"['head', 'dey', 'swell', 'oh', 'thanks', 'making', 'day']"
2969,0,"['u', 'make', 'fb', 'list']"
2970,0,"['height', 'confidence', 'aeronautics', 'professors', 'wer', 'calld', 'amp', 'wer', 'askd', 'sit', 'aeroplane', 'aftr', 'sat', 'wer', 'told', 'dat', 'plane', 'ws', 'made', 'students', 'dey', 'hurried', 'plane', 'bt', 'didnt', 'move', 'said', '\\if', 'made', 'students', 'wont', 'even', 'start', '........', 'datz', 'confidence']"
2971,0,"['sary', 'need', 'tim', 'bollox', 'hurt', 'lot', 'tol']"
2972,0,"['happy', 'new', 'year', 'princess']"
2973,0,"[""'ll"", 'text', 'carlos', 'let', 'know', 'hang']"
2974,0,"[""n't"", 'worry', 'easy', 'ingredients']"
2975,0,"['love', 'u', 'little', 'pocy', 'bell', 'sorry', 'love', 'u']"
2976,0,"['ok', 'omw', 'castor']"
2977,0,"['yar', 'lor', 'keep', 'raining', 'non', 'stop', 'u', 'wan', 'go', 'elsewhere']"
2978,1,"['xmas', 'offer', 'latest', 'motorola', 'sonyericsson', 'nokia', 'free', 'bluetooth', 'dvd', 'double', 'mins', 'txt', 'orange', 'call', 'mobileupd8', 'call2optout/4qf2']"
2979,0,"['u', 'mean', 'u', 'almost', 'done', 'done', 'wif', 'sleeping', 'tot', 'u', 'going', 'take', 'nap', 'yup', 'send', 'liao', ""'m"", 'picking', 'ard', 'smth', 'lor']"
2980,0,"['wonders', 'world', '7th', '6th', 'ur', 'style', '5th', 'ur', 'smile', '4th', 'ur', 'personality', '3rd', 'ur', 'nature', '2nd', 'ur', 'sms', '1st', '\\ur', 'lovely', 'friendship\\', 'good', 'morning', 'dear']"
2981,0,"['tonight', 'yeah', ""'d""]"
2982,0,"['eat', 'fo', 'lunch', 'senor']"
2983,0,"['said', 'right', 'giggle', 'saw', 'u', 'would', 'possibly', 'first', 'person2die', 'nvq', 'think', 'much', 'could']"
2984,0,"['break', 'time', 'one', 'come', 'n', 'get', 'stuff', 'fr', 'ì_']"
2985,1,"['reply', 'win', 'å£100', 'weekly', 'professional', 'sport', 'tiger', 'woods', 'play', 'send', 'stop', 'end', 'service']"
2986,0,"[""'m"", 'see', 'ca', ""n't"", 'see', 'maybe', 'reboot', 'ym', 'seen', 'buzz']"
2987,0,"['still', 'grinder']"
2988,1,"['polyphonic', 'tone', 'ur', 'mob', 'every', 'week', 'txt', 'pt2', '1st', 'tone', 'free', 'get', 'txtin', 'tell', 'ur', 'friends', '150p/tone', 'reply', 'hl', '4info']"
2989,0,"['love', ""n't"", 'decision', ""'s"", 'feeling', 'could', 'decide', 'love', 'life', 'would', 'much', 'simpler', 'less', 'magical']"
2990,1,"['hot', 'live', 'fantasies', 'call', '20p', 'per', 'min', 'ntt', 'ltd', 'po', 'box', 'croydon', 'cr9', '5wb', 'national', 'rate', 'call']"
2991,0,"['k.i', ""did't"", 'see', 'k']"
2992,0,"[""'m"", 'list', 'buyers']"
2993,0,"['idea', 'guess', ""'ll"", 'work', 'hour', ""'re"", 'supposed', 'leave', 'since', 'usual', 'nobody', 'interest', 'figuring', 'shit', 'last', 'second']"
2994,0,"['mm', 'entirely', 'sure', 'understood', 'text', 'hey', 'ho', 'weekend']"
2995,0,"['released', 'vday', 'shirts', 'u', 'put', 'makes', 'bottom', 'half', 'naked', 'instead', 'white', 'underwear']"
2996,0,"['know', 'watching', 'film', 'computer']"
2997,0,"['b4', 'thursday']"
2998,0,"['oh', 'phone', 'phoned', 'disconnected']"
2999,0,"['id', 'onluy', 'matters', 'getting', 'offcampus']"
3000,1,"['message', 'free', 'welcome', 'new', 'improved', 'sex', 'dogging', 'club', 'unsubscribe', 'service', 'reply', 'stop', 'msgs', '150p', '18+only']"
3001,0,"['excellent', ""'ll"", 'see', 'riley', ""'s"", 'plans']"
3002,0,"['see', 'half', 'hour']"
3003,1,"[""'ve"", 'tkts', 'euro2004', 'cup', 'final', 'å£800', 'cash', 'collect', 'call', 'b4190604', 'pobox', '7876150ppm']"
3004,0,"['ew', 'one']"
3005,0,"['also', 'hi', 'wesley', ""'ve""]"
3006,0,"['ah', 'see', 'lingo', 'let', 'know', 'wot', 'earth', 'finished', 'making']"
3007,1,"['loan', 'purpose', 'å£500', 'å£75000', 'homeowners', 'tenants', 'welcome', 'previously', 'refused', 'still', 'help', 'call', 'free', 'text', 'back', ""'help""]"
3008,1,"['update_now', '12mths', 'half', 'price', 'orange', 'line', 'rental', '400mins', 'call', 'mobileupd8', 'call2optout=j5q']"
3009,0,"['imagine', 'life', 'without', 'see', 'fast', 'u', 'searching', ""n't"", 'worry', 'l', ""'m"", 'always', 'disturb', 'u', 'goodnoon']"
3010,0,"['hm', 'good', 'morning', 'headache', 'anyone']"
3011,0,"['yeah', 'probs', 'last', 'night', 'obviously', 'catching', 'speak', 'soon']"
3012,1,"['free', 'unlimited', 'hardcore', 'porn', 'direct', 'mobile', 'txt', 'porn', 'get', 'free', 'access', 'hrs', 'chrgd', '50p', 'per', 'day', 'txt', 'stop', '2exit', 'msg', 'free']"
3013,0,"['might', 'go', 'sch', 'yar', 'e', 'salon', 'v', 'boring']"
3014,0,"['lt', 'gt', 'mins', 'stop', 'somewhere', 'first']"
3015,0,"['lt', 'gt', 'fast', 'approaching', 'wish', 'u', 'happy', 'new', 'year', 'happy', 'sankranti', 'happy', 'republic', 'day', 'happy', 'valentines', 'day', 'happy', 'shivratri', 'happy', 'ugadi', 'happy', 'fools', 'day', 'happy', 'may', 'day', 'happy', 'independence', 'day', 'happy', 'friendshipmotherfatherteacherschildrens', 'day', 'amp', 'happy', 'birthday', 'u', 'happy', 'ganesh', 'festival', 'happy', 'dasara', 'happy', 'diwali', 'happy', 'christmas', 'lt', 'gt']"
3016,0,"['one', 'joys', 'lifeis', 'waking', 'daywith', 'thoughts', 'somewheresomeone', 'cares', 'enough', 'tosend', 'warm', 'morning', 'greeting']"
3017,0,"[""n't"", 'get', 'second', 'half', 'message']"
3018,0,"['wat', 'time', 'u', 'wan', 'meet', 'later']"
3019,0,"['thank', 'much', 'selflessness', 'love', 'plenty']"
3020,0,"['film', 'ill', 'call', 'later']"
3021,0,"['dare', 'change', 'ring']"
3022,0,"['bad', 'girl', 'lady']"
3023,0,"['love', 'ya', 'try', 'budget', 'money', 'better', 'babe', 'gary', 'would', 'freak', 'knew']"
3024,0,"['part', '\\do', ""n't"", 'initiate\\', ""n't"", 'understand']"
3025,0,"['finished', 'lunch', 'already', 'u', 'wake', 'already']"
3026,0,"['still', 'game']"
3027,0,"['got', 'tallent', 'wasting']"
3028,0,"['record', 'one', 'night']"
3029,0,"['also', 'sir', 'sent', 'email', 'log', 'usc', 'payment', 'portal', 'i.ll', 'send', 'another', 'message', 'explain', 'things', 'back', 'home', 'great', 'weekend']"
3030,0,"['gon', 'na', 'let', 'know', 'cos', 'comes', 'bak', 'holiday', 'day', 'coming', ""don't4get2text"", 'number']"
3031,0,"['jokin', 'lar', 'depends', 'phone', 'father', 'get', 'lor']"
3032,0,"['aight', 'lem', 'know', ""'s""]"
3033,0,"['get', 'ready', 'lt', 'gt', 'inches', 'pleasure']"
3034,0,"['raji', 'pls', 'favour', 'pls', 'convey', 'birthday', 'wishes', 'nimya', 'pls', 'today', 'birthday']"
3035,0,"['ok', 'feel', 'like', 'john', 'lennon']"
3036,0,"['cos', 'darren', 'say', 'ì_', 'considering', 'mah', 'ask', 'ì_']"
3037,0,"['bothering', 'trust', 'answers', 'pls']"
3038,0,"['wishing', 'family', 'merry', '\\x\\', 'mas', 'happy', 'new', 'year', 'advance']"
3039,0,"['one', 'day', 'crab', 'running', 'sea', 'shore', 'waves', 'came', 'n', 'cleared', 'footprints', 'crab', 'crab', 'asked', 'frnd', 'r', 'u', 'clearing', 'beautiful', 'footprints', 'waves', 'replied', 'fox', 'following', 'ur', 'footprints', 'catch', 'thats', 'cleared', 'frndsship', 'never', 'lets', 'u', 'dwn', 'gud', 'nyt']"
3040,0,"['aight', 'time', 'want', 'come']"
3041,0,"['slaaaaave', 'must', 'summon', 'time', ""n't"", 'wish', 'come', 'anymore']"
3042,0,"['bill', 'å£33.65', 'thats', 'bad']"
3043,0,"['let', 'know', 'changes', 'next', '6hrs', 'even', 'appendix', 'age', 'range', 'however', 'impossible', 'chill', 'let', 'know', '6hrs']"
3044,0,"['hello', 'yeah', ""'ve"", 'got', 'bath', 'need', 'hair', ""'ll"", 'come', ""'m"", 'done', 'yeah']"
3045,0,"[""'s"", 'weather']"
3046,0,"['ok.', 'much', 'though', 'h', 'friday', 'cant', 'wait', 'dunno', 'wot', 'hell', 'im', 'gon', 'na', 'another', 'weeks', 'become', 'slob-', 'oh', 'wait', 'already', 'done']"
3047,0,"['die', 'e', 'toot', 'fringe']"
3048,0,"['lol', ""n't"", 'know', 'awesome', 'phone', 'could', 'click', 'delete', 'right', 'want']"
3049,0,['ok']
3050,0,"['awesome', 'question', 'cute', 'answer', 'someone', 'asked', 'boy', '\\how', 'ur', 'life', 'smiled', 'amp', 'answered', 'fine', 'gudnite']"
3051,0,"['please', 'leave', 'topic', 'sorry', 'telling']"
3052,0,"['pls', 'send', 'correct', 'name', 'da']"
3053,0,"['happened', 'yo', 'date']"
3054,1,"['eastenders', 'tv', 'quiz', 'flower', 'dot', 'compare', 'd=', 'violet', 'e=', 'tulip', 'f=', 'lily', 'txt', 'e', 'f', 'chance', 'win', 'å£100', 'cash', 'wkent/150p16+']"
3055,0,"['webpage', 'available']"
3056,0,"['woke', 'yeesh', 'late', ""n't"", 'fall', 'asleep', 'til', 'lt', 'gt']"
3057,1,"['unsubscribed', 'services', 'get', 'tons', 'sexy', 'babes', 'hunks', 'straight', 'phone', 'go', 'http', '//gotbabes.co.uk', 'subscriptions']"
3058,0,"['dear', 'know', 'lt', 'gt', 'th', 'lt', 'gt', 'th', 'birthday', 'loving', 'gopalettan', 'planning', 'give', 'small', 'gift', 'day', 'like', 'participate', 'welcome', 'please', 'contact', 'admin', 'team', 'details']"
3059,0,"['k', 'k', 'tomorrow', 'onwards', 'started', 'ah']"
3060,0,"['u', 'talking', 'bout', 'early', 'morning', ""'s"", 'almost', 'noon']"
3061,0,"['fine', 'remember']"
3062,1,"['hi', 'babe', 'jordan', 'r', 'u', 'im', 'home', 'abroad', 'lonely', 'text', 'back', 'u', 'wan', 'na', 'chat', 'xxsp', 'visionsms.com', 'text', 'stop', 'stopcost', '150p']"
3063,0,"['ok.', 'many', 'buy']"
3064,0,"['sounds', 'good', 'keep', 'posted']"
3065,1,"['get', 'brand', 'new', 'mobile', 'phone', 'agent', 'mob', 'plus', 'loads', 'goodies', 'info', 'text', 'mat']"
3066,0,"['ok', 'april', 'cant', 'wait']"
3067,0,"['boy', 'best', 'get', 'yo', 'ass', 'quick']"
3068,0,"['ay', 'wana', 'meet', 'sat', 'ì_', 'wkg', 'sat']"
3069,0,"[""'m"", 'wait', 'till', 'bus', 'pick']"
3070,0,"['apart', 'one', 'told', 'yesterday']"
3071,0,"['ok', 'lor', 'buy', 'wat']"
3072,0,"['somebody', 'go', 'andros', 'steal', 'ice']"
3073,0,"['know', ""did't"", 'msg', 'recently']"
3074,0,"['take', 'us', 'shopping', 'mark', 'distract', 'isaiah.=d']"
